ID;LAT;LONG;ANO;LANCE;SECTOR;ESTRATO;PROFUNDIDAD;DURACION;KG
1511;40,616333;0,9501662;2011;92;113;2;85;30;31,00500
1512;40,6176664;0,9468329;2006;104;113;2;53;30;61,54600
1513;40,6249997;1,1068332;2002;122;113;2;57;30;32,79600
1514;40,635333;1,3976665;2010;56;113;2;82;30;52,86000
1515;40,6656664;1,4024998;1999;73;113;4;450;60;16,51800
1516;40,6701663;1,3966665;1995;70;113;4;406;60;12,06200
1517;40,6824997;1,3849998;1996;62;113;4;369;60;1,94800
1518;40,6911663;1,2156665;1997;63;113;4;295;60;6,34700
1519;40,75033;1,24267;2000;66;113;3;108;30;20,36800
1520;40,7511663;1,2533332;2015;147;113;3;110;30;28,69200
1521;40,75567;1,24317;2006;74;113;3;111;30;26,50000
1522;40,75567;1,24367;2016;151;113;3;111;30;120,84600
1523;40,75667;1,24383;2018;145;113;3;110,75;30;346,40200
1524;40,7571663;1,2439999;2014;141;113;3;110;30;18,46200
1525;40,7571663;1,2444999;2013;120;113;3;111;30;27,54100
1526;40,75717;1,24067;2008;102;113;3;111;30;254,57800
1527;40,75717;1,24383;2017;150;113;3;110,25;30;26,76400
1528;40,757333;1,2444999;2018;139;113;3;110,75;30;48,70300
1529;40,7576663;1,2441665;2011;93;113;3;110;30;18,85800
1530;40,7606663;1,2446665;2009;95;113;3;111;30;13,80400
1531;40,764833;1,2533332;2002;94;113;3;111;30;14,15400
1532;40,767333;1,2518332;1994;63;113;3;114;30;11,66100
1533;40,7684996;1,2449999;1999;74;113;3;112;30;10,18200
1534;40,7736663;1,2506665;2005;76;113;3;111;30;19,34800
1535;40,788833;1,2513332;2001;83;113;3;113;30;15,08700
1536;40,8046663;1,2513332;1998;73;113;3;113;30;9,92400
1537;40,8614996;1,5199997;1995;95;113;3;111;30;5,50600
1538;40,8616663;1,5201664;2004;84;113;5;684;45;13,68100
1539;40,86783;1,45217;2003;83;113;4;684;45;14,05700
1540;40,86833;1,45083;2016;156;113;5;542;60;19,40700
1541;40,8688329;1,4521664;2015;152;113;5;538;60;49,89200
1542;40,86917;1,45217;2013;126;113;5;556;60;10,54700
1543;40,8696663;1,4669998;2017;155;113;5;533,25;60;14,37900
1544;40,86967;1,461;2012;111;113;5;566;60;10,37000
1545;40,87;1,459;2014;146;113;5;554;60;21,99400
1546;40,87067;1,46133;2018;144;113;5;542,25;60;13,52500
1547;40,8718329;1,4493331;2018;172;113;5;544;60;20,57600
1548;40,8723329;1,4693331;1995;71;113;5;529;60;14,81300
1549;40,8736663;1,4499998;2011;98;113;5;564;65;4,54800
1550;40,8744996;1,4561664;1997;64;113;5;523;60;11,22200
1551;40,8748329;1,4883331;1996;63;113;5;533;60;6,08700
1552;40,8751663;1,4796664;1999;75;113;5;599;60;3,20100
1553;40,8751663;1,4894998;2007;103;113;5;574;60;21,70500
1554;40,8754996;1,4841664;2001;84;113;5;600;60;16,26900
1555;40,8756663;1,4854998;2002;99;113;5;581;50;25,14300
1556;40,8758329;1,4799998;2000;68;113;5;600;45;11,98200
1557;40,8758329;1,4888331;1997;65;113;5;575;60;8,99500
1558;40,8771663;1,4871664;2003;82;113;5;587;60;4,28200
1559;40,8803329;1,4978331;2006;75;113;5;592;60;8,25500
1560;40,8914996;1,5363331;2005;81;113;5;587;60;23,12100
1561;40,8923329;1,5358331;1996;64;113;5;610;60;4,04400
1562;40,9043329;1,5019997;1998;72;113;5;607;60;17,89900
1563;40,9051663;1,4974998;2000;69;113;5;522;60;26,37800
1564;40,9074996;1,5091664;1999;76;113;5;525;60;11,75000
1565;40,9116663;1,2288332;2001;85;113;5;524;30;17,80000
1566;40,914;1,2295;1994;64;113;2;90;30;19,31700
1567;40,9184996;1,2333332;2017;151;113;2;89,75;30;44,71400
1568;40,9201662;1,2309999;1998;74;113;2;92;30;7,05200
1569;40,92033;1,22883;1999;77;113;2;89;30;9,39600
1570;40,9204996;1,2293332;2014;142;113;2;89;30;32,38000
1571;40,92067;1,22933;2013;121;113;2;89;30;40,90400
1572;40,92117;1,22867;2016;152;113;2;90;30;53,81900
1573;40,923;1,2285;2018;146;113;2;89;30;24,14700
1574;40,9231662;1,2283332;2018;140;113;2;89;30;13,90100
1575;40,92317;1,22817;2006;110;113;2;84;30;40,62800
1576;40,9243329;1,2284999;2015;148;113;2;88;30;17,02300
1577;40,9249996;1,2274999;2003;78;113;2;89;30;7,75100
1578;40,9344996;0,9358329;2011;94;113;2;88;30;53,54300
1579;40,9346662;1,4243331;2007;93;113;2;56;30;23,53300
1580;40,9399996;1,4281664;2003;81;113;4;336;30;10,80300
1581;40,9411662;1,5354997;2005;80;113;4;329;60;34,83300
1582;40,9419996;1,4304998;2000;70;113;4;461;60;26,56800
1583;40,94233;1,438;2004;83;113;4;328;30;6,16800
1584;40,9424996;1,4333331;2016;155;113;4;337;60;21,76300
1585;40,9431662;1,4336664;2006;76;113;4;330;60;20,47000
1586;40,9433329;1,5389997;2007;102;113;4;329;60;46,34500
1587;40,94383;1,43983;2001;86;113;4;460;60;21,59000
1588;40,9441662;1,4349998;2014;145;113;4;335;60;30,18100
1589;40,9459996;1,4359998;2011;97;113;4;326;60;36,15600
1590;40,94767;1,43917;2012;110;113;4;325;60;23,77300
1591;40,948;1,43933;2018;171;113;4;324,25;60;37,30700
1592;40,94867;1,43983;2018;143;113;4;323,75;60;36,89900
1593;40,9508329;1,4423331;2017;154;113;4;323,75;60;26,36700
1594;40,95633;1,44733;2013;125;113;4;322;60;52,34700
1595;40,9653329;1,4331664;2015;151;113;4;318;60;22,49400
1596;40,9658329;1,4333331;2001;87;113;4;285;60;55,11100
1597;40,9778329;1,1886665;2002;98;113;4;283;30;39,17800
1598;40,9901662;1,1868332;2006;111;113;2;71;30;34,28500
1599;40,9961662;1,2614998;2003;115;113;2;74;30;11,73900
1600;41,0054999;1,2596665;2006;112;113;2;84;30;182,44000
1601;41,0063333;1,3534998;2003;114;113;2;82;30;13,77400
1602;41,0181666;1,3694998;1999;78;113;3;143;30;40,74100
1603;41,0194999;1,3688331;2000;73;113;3;143;30;281,16100
1604;41,0201666;1,3688331;1997;66;113;3;139;30;16,83500
1605;41,0203333;1,3716665;1998;75;113;3;140;30;25,67700
1606;41,0223333;1,3739998;2001;90;113;3;142;30;11,06400
1607;41,0231666;1,3754998;2011;96;113;3;140;30;44,27000
1608;41,0231666;1,3756665;2005;79;113;3;141;30;101,15800
1609;41,0233333;1,3756665;2009;98;113;2;140;30;21,39700
1610;41,0234999;1,3763331;2003;80;113;3;141;30;7,45400
1611;41,0236666;1,3748331;2004;82;113;3;141;30;28,74200
1612;41,0243333;1,3723331;2007;101;113;3;139;30;322,11700
1613;41,0248333;1,3763331;2002;97;113;3;137;30;22,88000
1614;41,0251666;1,3769998;2006;115;113;3;134;30;88,08000
1615;41,02717;1,37683;2008;105;113;3;139;30;16,07900
1616;41,02717;1,3775;2018;170;113;3;134;30;70,76300
1617;41,0274999;1,3806665;2018;142;113;3;135;30;33,28400
1618;41,0276666;1,3798331;2012;109;113;3;136;30;54,49500
1619;41,0288333;1,3821665;2013;124;113;3;137;30;79,29900
1620;41,0289999;1,3553331;1995;94;113;3;139;30;11,35500
1621;41,0295;1,38017;1994;65;113;3;123;30;11,50000
1622;41,0296666;1,8011663;2016;154;113;3;136;30;66,99900
1623;41,0303333;1,3821665;2000;75;113;4;477;60;16,73300
1624;41,0319999;1,3858331;2010;55;113;3;131;30;54,97900
1625;41,033;1,38467;1996;66;113;3;137;30;1,42700
1626;41,03333;1,38333;2015;150;113;3;133;30;38,87200
1627;41,03517;1,8195;2014;144;113;3;131;30;59,13200
1628;41,03517;1,82083;2018;168;113;4;448;60;7,77100
1629;41,03667;1,389;2017;174;113;4;443,5;60;3,54800
1630;41,037;1,83917;2017;153;113;3;129,75;30;16,04700
1631;41,037;1,84283;2015;175;113;4;438;60;8,82700
1632;41,0375;1,83783;2016;174;113;4;442;60;15,29400
1633;41,0375;1,84233;2014;161;113;4;434;30;12,15100
1634;41,0389999;1,8411663;2018;166;113;4;487,75;52;17,06300
1635;41,0394999;1,8418329;2001;95;113;4;433;40;10,66500
1636;41,0401666;1,8348329;2011;99;113;4;422;60;13,72300
1637;41,0406666;1,8443329;2007;109;113;4;416;60;14,52000
1638;41,0409999;1,8428329;2002;100;113;4;418;60;24,04000
1639;41,0409999;1,8473329;2012;115;113;4;412;60;8,83400
1640;41,0568333;1,4303331;2013;143;113;4;411;60;22,40500
1641;41,0571666;1,4314998;2009;99;113;3;120;30;20,87400
1642;41,05883;1,44833;2008;106;113;3;120;30;55,07900
1643;41,059;1,4445;2015;149;113;3;124;30;28,54900
1644;41,05933;1,44517;2014;143;113;3;121;30;23,81800
1645;41,05933;1,44967;2017;152;113;3;119,75;30;17,43700
1646;41,0594999;1,4421664;2016;153;113;3;124;30;17,16100
1647;41,0596666;1,4461664;1994;68;113;3;114;30;12,91600
1648;41,06017;1,44867;2006;103;113;3;114;30;28,77600
1649;41,0603333;1,4498331;2018;141;113;3;117,75;30;9,04300
1650;41,0606666;1,4513331;2010;52;113;3;113;30;20,06100
1651;41,0606666;1,8036663;2013;123;113;3;116;30;27,96800
1652;41,06067;1,45167;2000;76;113;4;288;60;13,21600
1653;41,0621666;1,4314998;2018;169;113;3;117,5;30;33,42400
1654;41,0629999;1,4638331;2001;91;113;3;108;30;15,49300
1655;41,0804999;1,3276665;2003;113;113;3;117;30;12,88800
1656;41,0804999;1,3308332;2000;72;113;2;68;30;23,67200
1657;41,0819999;1,3346665;2001;89;113;2;69;30;45,02100
1658;41,0828333;1,3716665;1995;93;113;2;69;30;15,00300
1659;41,0838332;1,3236665;1994;66;113;2;73;30;7,74700
1660;41,0846666;1,3336665;2002;96;113;2;61;30;42,68100
1661;41,0846666;1,3376665;2003;79;113;2;67;30;8,49400
1662;41,0846666;1,3458331;2006;114;113;2;62;30;39,46900
1663;41,0848332;1,3561665;2011;95;113;2;68;30;24,22700
1664;41,0851666;1,3386665;1998;76;113;2;70;30;21,46600
1665;41,0853332;1,3383331;2005;78;113;2;68;30;32,38800
1666;41,0854999;1,3364998;2009;97;113;2;67;30;19,11500
1667;41,0858332;1,3353331;2008;104;113;2;68;30;16,49600
1668;41,0858332;1,3371665;2013;122;113;2;66;30;72,77400
1669;41,0859999;1,3276665;2012;108;113;2;66;30;224,44800
1670;41,0859999;1,3416665;2010;54;113;2;61;30;34,66800
1671;41,0859999;1,3418331;2004;81;113;2;68;30;20,44700
1672;41,0944999;1,5199997;2007;100;113;2;67;30;53,04400
1673;41,0949999;1,2816665;1994;69;113;2;77;30;18,04200
1674;41,0958332;1,2839998;2008;103;113;1;44;30;42,00400
1675;41,0963332;1,2823332;2006;113;113;1;39;30;38,99500
1676;41,0963332;1,2848332;2010;53;113;1;38;30;73,60400
1677;41,0971666;1,2888332;2004;80;113;1;44;30;48,59600
1678;41,0974999;1,2876665;2005;77;113;1;45;30;116,03300
1679;41,0976666;1,2908332;2009;96;113;1;44;30;26,34400
1680;41,1011666;1,3038332;2007;99;113;1;45;30;39,01000
1681;41,1014999;1,3271665;1994;67;113;1;42;30;9,10300
1682;41,1016666;1,3083332;2002;95;113;1;47;30;34,25300
1683;41,1019999;1,3271665;1996;65;113;1;48;30;27,66500
1684;41,1021666;1,3234998;1995;92;113;1;49;30;19,63900
1685;41,1023332;1,3236665;2000;71;113;1;48;30;47,46200
1686;41,1029999;1,5173331;2001;88;113;1;48;30;49,74900
1687;41,1031666;1,5454997;2000;74;113;2;74;30;96,22500
1688;41,1033332;1,5464997;1995;91;113;2;76;30;15,03000
1689;41,1036666;1,5194997;2008;107;113;2;76;30;33,97400
1690;41,1038332;1,5136664;1996;67;113;2;73;30;11,18500
1691;41,1038332;1,5471664;1999;79;113;2;73;30;9,42300
1692;41,1046666;1,5521664;2009;100;113;2;75;30;17,78400
1693;41,1081666;1,5659997;2005;82;113;2;73;30;29,78100
1694;41,1096666;1,5718331;2010;51;113;2;68;30;23,11200
1695;41,1111666;1,5801664;2006;102;113;2;67;30;42,13500
1696;41,1141666;1,5809997;2003;112;113;2;72;30;19,54500
1697;41,1314999;1,7869996;2001;92;113;2;72;30;28,76000
1698;41,1333332;1,7999996;2006;101;113;2;69;30;27,65800
1699;41,1361666;1,8056663;2010;50;113;2;55;30;21,41300
1700;41,1381666;1,821333;1995;72;113;2;73;30;8,00800
1701;41,1389999;1,8241663;1997;85;113;2;77;30;50,39200
1702;41,1393332;1,8294996;1996;87;113;2;74;30;0,79500
1703;41,1396666;1,8201663;1999;95;113;2;73;30;12,43100
1704;41,1413332;1,784333;1998;70;113;2;73;30;17,99400
1705;41,1426666;1,7821663;2002;101;113;2;66;30;23,91200
1706;41,1428332;1,7924996;2003;108;113;2;63;30;14,25500
1707;41,143;1,781;2006;100;113;2;58;30;19,83400
1708;41,1449999;1,778333;2018;164;113;2;59,5;30;16,99900
1709;41,14517;1,78133;2013;140;113;2;58;30;49,53300
1710;41,14533;1,778;2018;162;113;2;58;30;96,87200
1711;41,14533;1,7825;2015;172;113;2;57;30;61,03500
1712;41,1454999;1,7814996;2014;162;113;2;58;30;31,53400
1713;41,1454999;1,7816663;2009;101;113;2;58;30;66,79200
1714;41,1456666;1,7836663;2012;114;113;2;58;30;37,67800
1715;41,1456666;1,788833;2011;100;113;2;57;30;61,41000
1716;41,1458332;1,788333;2005;83;113;2;58;30;19,80100
1717;41,1459999;1,7856663;2007;110;113;2;57;30;59,64900
1718;41,1461666;1,7911663;2008;108;113;2;58;30;14,74500
1719;41,14633;1,778;2004;94;113;2;57;30;35,54900
1720;41,14633;1,78317;2017;170;113;2;55,75;30;53,37600
1721;41,1478332;1,803333;2016;171;113;2;56;30;91,65100
1722;41,1546666;2,4168331;2006;99;113;1;49;30;26,60000
1723;41,1558332;2,3324998;2007;114;113;5;763;60;7,43700
1724;41,1573332;2,3411665;2009;108;113;5;637;60;9,88300
1725;41,1591666;2,3526665;2008;115;113;5;637;60;19,41400
1726;41,1594999;2,3544998;2006;84;113;5;638;60;53,98900
1727;41,15967;2,35267;2005;88;113;5;696;60;35,71900
1728;41,15983;2,3505;2017;176;113;5;663,25;60;12,84200
1729;41,1599999;2,3496665;2015;171;113;5;638;52;15,26600
1730;41,1606666;2,3654998;2010;44;113;5;632;60;17,11300
1731;41,16067;2,35767;2003;84;113;5;661;60;26,41600
1732;41,16217;1,85833;2016;177;113;5;647;60;27,20500
1733;41,16233;2,36867;2018;165;113;1;47;30;111,32400
1734;41,1623332;2,3704998;2018;174;113;5;684,5;60;17,90200
1735;41,163;1,8615;2004;85;113;5;661;60;19,17100
1736;41,16333;2,374;2016;172;113;1;47;30;321,49500
1737;41,1635;1,86283;2018;168;113;5;678;45;7,49800
1738;41,16833;1,87717;2018;163;113;1;47,25;30;168,41300
1739;41,1689999;2,4129998;2017;171;113;1;44,5;30;194,56900
1740;41,1703332;1,8531663;2002;106;113;5;702;30;11,31300
1741;41,17083;1,85567;2013;141;113;1;41;30;294,54700
1742;41,1709999;1,8541663;2014;163;113;1;42;30;189,21800
1743;41,1711665;1,8543329;2012;112;113;1;41;30;37,43200
1744;41,1713332;1,8543329;2011;101;113;1;40;30;312,16600
1745;41,1713332;2,0171666;2009;102;113;1;42;30;25,88500
1746;41,1718332;1,8561663;2008;110;113;2;87;30;52,76900
1747;41,1724999;2,0148333;2008;109;113;1;41;30;105,46800
1748;41,1724999;2,0184999;2003;110;113;2;83;30;49,59900
1749;41,1734999;1,8606663;2009;103;113;2;75;30;41,63700
1750;41,1736665;1,8611663;2004;95;113;1;40;30;82,70900
1751;41,17367;1,86333;2005;84;113;1;40;30;43,36500
1752;41,1738332;2,0216666;2015;173;113;1;40;30;68,22000
1753;41,1739999;2,0221666;2012;113;113;2;85;30;33,57800
1754;41,1741665;2,0223333;2006;81;113;2;86;30;25,77700
1755;41,1743332;1,8634996;2007;112;113;2;87;30;67,50300
1756;41,1743332;2,0223333;2007;111;113;1;40;30;187,38500
1757;41,1754999;2,0223333;2011;102;113;2;86;30;17,52700
1758;41,1758332;2,0239999;2004;96;113;2;87;30;34,51900
1759;41,17733;2,0255;2013;142;113;2;87;30;37,05700
1760;41,1775;2,02517;2018;164;113;2;86,75;30;36,70300
1761;41,1779999;1,8753329;2018;166;113;2;86,75;30;43,10700
1762;41,17867;2,02833;2006;98;113;1;36;30;235,88300
1763;41,17883;2,029;2014;164;113;2;87;30;46,43500
1764;41,17933;2,029;2016;173;113;2;88;30;43,54800
1765;41,17983;2,027;2015;174;113;2;86;30;94,22100
1766;41,1801665;2,0311666;2017;172;113;2;85,5;30;112,10400
1767;41,1814999;1,8831663;2010;48;113;2;83;25;61,83300
1768;41,1828332;1,8911663;2010;49;113;1;38;30;88,96500
1769;41,1834999;2,0379999;2003;109;113;1;43;30;37,86400
1770;41,1838332;2,0431666;1998;69;113;2;91;30;79,89600
1771;41,1868332;2,0426666;1999;94;113;2;95;30;18,39800
1772;41,1869999;1,8084996;1997;84;113;2;85;30;11,05300
1773;41,1876665;1,811333;2001;93;113;1;30;30;51,46400
1774;41,1891665;1,8139996;2002;102;113;1;27;30;22,12000
1775;41,1906665;2,0474999;2000;78;113;1;30;30;113,51800
1776;41,1908332;1,8201663;1996;86;113;2;91;30;21,67100
1777;41,1909999;1,8181663;1996;88;113;1;28;30;18,59800
1778;41,1909999;1,8186663;1999;96;113;1;27;30;35,42000
1779;41,1956665;1,8236663;1997;86;113;1;27;25;49,21300
1780;41,1959999;1,8199996;1995;90;113;1;25;30;59,32800
1781;41,20883;2,291;1998;71;113;1;25;30;21,96600
1782;41,209;2,2915;2018;167;113;4;392,75;60;13,75500
1783;41,20917;2,3;2018;173;113;4;393,75;60;14,47300
1784;41,2104999;2,2921665;2017;175;113;4;401,75;60;20,40100
1785;41,21067;2,31083;2006;77;113;4;391;46;21,51500
1786;41,213;2,3355;2016;176;113;4;411;60;15,62700
1787;41,2131665;2,3104998;2015;170;113;4;421;60;36,10900
1788;41,2174999;2,3254998;2010;45;113;4;398;60;10,40100
1789;41,21933;2,166;2002;105;113;4;402;30;7,46800
1790;41,2208332;2,3461665;2017;173;113;4;693;70;137,37800
1791;41,2213332;2,3483331;2005;87;113;4;403;30;11,79500
1792;41,22167;2,16983;2004;86;113;4;403;60;20,15900
1793;41,2223332;2,1694999;2016;175;113;4;211;60;114,73700
1794;41,2225;2,17033;2009;104;113;4;189;30;110,27700
1795;41,2229999;2,1704999;2018;165;113;4;229,75;60;133,57700
1796;41,2234999;2,3611665;2008;111;113;4;210;30;68,32600
1797;41,22383;2,1715;2008;114;113;4;404;60;11,57900
1798;41,22417;2,17167;2018;167;113;4;229;60;159,00800
1799;41,2244999;2,3649998;2015;168;113;4;206;60;164,09400
1800;41,2251665;2,3578331;2009;107;113;4;405;47;31,15900
1801;41,2253332;2,3404998;2003;85;113;4;396;60;14,80800
1802;41,2266665;2,1759999;2001;98;113;4;391;60;51,55400
1803;41,2348332;2,3658331;2006;82;113;4;225;30;56,53500
1804;41,2406665;2,1943332;2000;80;113;4;382;60;43,23600
1805;41,2623332;2,1418332;2004;88;113;4;249;30;41,77800
1806;41,2733332;2,3088332;2003;111;113;2;76;30;52,66300
1807;41,2778332;2,3101665;2001;97;113;4;245;60;332,38600
1808;41,2801665;2,7826663;2010;46;113;4;218;30;17,30400
1809;41,2819998;2,3153332;2005;89;113;5;636;30;15,44600
1810;41,2824998;2,7681663;2009;106;113;4;225;30;98,73200
1811;41,2826665;2,3123332;2010;40;113;5;725;60;10,33100
1812;41,2828332;2,3193332;2003;86;113;4;221;30;45,82100
1813;41,2831665;2,3194998;2008;113;113;4;225;30;25,45000
1814;41,2836665;2,3231665;2002;104;113;4;224;30;106,63600
1815;41,2859998;2,3283332;2006;78;113;4;226;30;164,06200
1816;41,2886665;2,7581663;2004;87;113;4;224;30;97,58700
1817;41,2908332;2,3531665;2007;104;113;5;665;60;39,44100
1818;41,2916665;2,7766663;2005;86;113;4;227;30;93,15800
1819;41,2928332;2,762833;1999;91;113;5;667;60;4,44800
1820;41,2943332;2,7624996;2000;92;113;5;656;30;13,88100
1821;41,2953332;2,2486665;1995;75;113;5;641;60;5,38100
1822;41,29633;2,25433;2010;47;113;3;140;30;10,17100
1823;41,2966665;2,2604998;2015;167;113;3;147;30;68,66400
1824;41,29733;2,737;2002;103;113;3;154;30;37,86800
1825;41,2974998;2,2576665;2018;163;113;5;739;60;10,49700
1826;41,2974998;2,7289997;2009;105;113;3;148;30;526,24400
1827;41,2976665;2,2583332;1996;83;113;5;653;30;4,30400
1828;41,2989998;2,2778332;2008;112;113;3;148;30;53,52800
1829;41,299;2,73317;2001;96;113;3;162;30;33,33500
1830;41,29917;2,73017;2015;166;113;5;634;40;14,12600
1831;41,2999998;2,2659998;2017;169;113;5;722,5;41;17,23300
1832;41,2999998;2,2808332;2005;85;113;3;149;30;56,70600
1833;41,30017;2,72883;2000;79;113;3;161;30;156,74300
1834;41,30067;2,72833;2016;170;113;5;634;47;16,72900
1835;41,30083;2,7295;2018;161;113;5;728,75;51;12,74500
1836;41,3014998;2,7419997;2014;160;113;5;625;60;29,97300
1837;41,3018332;2,7279997;2011;106;113;5;609;47;8,81100
1838;41,3031665;2,723833;2003;91;113;5;624;60;17,27700
1839;41,3031665;2,7239997;2012;128;113;5;613;45;22,02400
1840;41,3046665;2,2613332;2013;139;113;5;611;60;22,45100
1841;41,3054998;2,2793332;2004;97;113;3;134;30;147,74200
1842;41,3063332;2,2929998;1999;93;113;3;147;30;41,49100
1843;41,3816665;2,690333;2003;87;113;3;151;30;39,17200
1844;41,3864998;2,712333;1997;82;113;4;294;60;27,05300
1845;41,3868331;3,2964998;1996;84;113;4;300;60;41,75400
1846;41,3874998;3,3008332;2004;89;113;5;639;60;25,88900
1847;41,3891665;3,2931665;2002;117;113;5;638;60;21,42000
1848;41,38933;3,274;2009;109;113;5;645;60;18,66300
1849;41,3893331;3,2848332;2014;156;113;5;622;60;27,83600
1850;41,3903331;3,2669998;1995;76;113;5;612;60;16,04900
1851;41,3904998;3,2774998;2008;120;113;5;615;60;27,11400
1852;41,3908331;3,2631665;2011;110;113;5;610;61;14,27600
1853;41,3909998;3,2844998;2013;133;113;5;608;60;34,29800
1854;41,391;3,26933;2006;97;113;4;600;60;35,47700
1855;41,3911665;3,2726665;2018;159;113;5;614,25;60;40,46300
1856;41,39117;3,264;2012;122;113;5;607;60;22,85200
1857;41,39117;3,2685;2018;157;113;5;612,75;60;15,94800
1858;41,39133;3,26367;2016;166;113;5;607;60;41,48400
1859;41,3916665;3,2973332;2017;165;113;5;614;60;23,21600
1860;41,39183;3,2585;2001;106;113;5;612;60;32,45600
1861;41,3924998;3,2698332;2015;162;113;5;601;60;17,92500
1862;41,3929998;2,7069997;1996;78;113;5;599;60;15,29700
1863;41,3931665;2,696333;1999;92;113;4;289;60;50,50300
1864;41,3944998;2,2919998;2010;41;113;4;277;60;34,15400
1865;41,3944998;3,2196665;2003;88;113;2;59;30;27,43200
1866;41,3949998;3,2663332;1997;81;113;5;580;60;15,76700
1867;41,3973331;2,706333;1999;87;113;5;579;60;5,68700
1868;41,3976665;2,7021663;2007;105;113;4;281;60;58,31100
1869;41,3981665;2,2989998;2003;90;113;4;275;60;29,96100
1870;41,3991665;2,2999998;2006;79;113;2;60;30;106,95200
1871;41,4019998;2,7176663;2004;98;113;2;61;30;96,69200
1872;41,4036665;2,3123332;2005;90;113;4;273;60;91,47600
1873;41,4054998;3,2206665;2011;117;113;2;59;30;64,06700
1874;41,4073331;2,2881665;2009;110;113;5;500;60;20,68200
1875;41,4084998;3,2288332;2007;113;113;2;53;30;83,09500
1876;41,4098331;2,3271665;2005;93;113;4;496;30;4,36700
1877;41,4101665;2,743833;2002;107;113;2;61;30;130,20500
1878;41,41033;2,74533;2011;105;113;4;268;60;24,14500
1879;41,4119998;2,7636663;2014;159;113;4;268;60;148,06400
1880;41,41283;2,74483;1995;74;113;4;290;60;60,99900
1881;41,4129998;2,7486663;2016;169;113;4;263;60;80,88900
1882;41,4131665;3,2439999;2000;91;113;4;269;30;78,14400
1883;41,4133331;2,7501663;2002;118;113;4;486;50;13,92300
1884;41,4134998;3,2196665;2012;127;113;4;268;60;108,96500
1885;41,4139998;2,7521663;1999;88;113;4;470;60;3,34900
1886;41,41433;2,751;2013;138;113;4;268;60;176,84400
1887;41,41483;2,75233;2018;162;113;4;273,75;60;92,86700
1888;41,41533;2,75233;2018;160;113;4;273,5;60;41,63300
1889;41,4154998;3,2506665;2015;165;113;4;266;60;90,35300
1890;41,41617;2,75667;2001;107;113;4;481;60;28,63500
1891;41,4173331;3,2421665;2017;168;113;4;273;60;205,35600
1892;41,4176664;3,2586665;2011;109;113;5;472;56;26,82700
1893;41,4178331;3,2439999;1996;79;113;4;482;55;21,37000
1894;41,4201664;3,2473332;2008;119;113;4;473;30;20,63200
1895;41,4206664;3,2586665;2004;90;113;5;468;60;26,18000
1896;41,4288331;2,4991664;1995;77;113;4;474;60;14,42700
1897;41,4291664;2,5081664;2003;89;113;2;84;30;11,78300
1898;41,4296664;2,4993331;2004;99;113;2;89;30;13,50300
1899;41,4299998;2,5209997;2006;80;113;2;83;30;15,36600
1900;41,4315;3,27067;2011;116;113;2;92;30;55,18900
1901;41,43267;3,26583;2014;155;113;4;462;60;17,78000
1902;41,4338331;3,2768332;2015;161;113;4;457;60;26,87300
1903;41,43467;3,27;2003;105;113;4;466;30;6,71200
1904;41,43483;3,2735;2016;165;113;4;459;60;36,40800
1905;41,4348331;3,2754998;2018;158;113;4;514,25;50;36,41600
1906;41,43617;3,27267;2012;121;113;4;462;60;30,34600
1907;41,4365;3,2765;2017;164;113;4;502,75;60;20,98300
1908;41,4378331;3,2799998;2018;156;113;4;512,5;60;82,24900
1909;41,4388331;3,2821665;1997;80;113;4;480;60;28,32500
1910;41,4434998;3,2773332;2013;132;113;4;463;60;48,43600
1911;41,4594998;3,1468332;1994;70;113;4;460;45;12,17700
1912;41,4599998;3,1528332;2003;106;113;4;357;30;12,22500
1913;41,4654998;2,6756663;2002;119;113;4;356;30;22,87600
1914;41,4673331;3,1578332;1995;73;113;3;140;30;18,54200
1915;41,4674998;3,1496666;2001;108;113;4;348;60;60,79600
1916;41,4693331;3,1489999;2006;96;113;4;341;30;14,12500
1917;41,4708331;3,1474999;1996;80;113;4;345;60;30,97700
1918;41,4741664;3,1423332;1995;78;113;4;343;60;14,26700
1919;41,4759998;2,7166663;1999;89;113;4;336;60;16,27000
1920;41,4826664;3,1483332;2007;106;113;3;139;30;34,13000
1921;41,4854998;3,1279999;2013;134;113;4;325;60;37,20700
1922;41,4861664;3,1604999;2006;95;113;4;318;30;23,53800
1923;41,4868331;3,1223332;1994;72;113;4;324;60;20,91400
1924;41,4868331;3,1281666;2004;91;113;4;324;30;26,55100
1925;41,4874998;3,1253332;2012;123;113;4;321;60;20,15200
1926;41,4878331;3,1164999;2010;37;113;4;319;60;17,18500
1927;41,48817;3,11833;2008;118;113;4;326;25;14,27800
1928;41,48833;3,11583;2015;160;113;4;323;60;25,34300
1929;41,4895;3,11733;2016;164;113;4;326;60;30,04200
1930;41,4896664;2,710333;2014;154;113;4;323;60;23,14200
1931;41,4896664;3,1119999;2010;42;113;3;134;20;11,66100
1932;41,4908331;2,711833;2009;111;113;4;327;30;26,62800
1933;41,49167;3,11067;2002;108;113;3;139;30;41,28100
1934;41,492;3,10333;2017;163;113;4;344,5;60;28,99700
1935;41,49333;3,0975;2018;157;113;4;353;60;26,90800
1936;41,4933331;3,0938332;2018;155;113;4;358,25;60;25,34600
1937;41,4939998;2,719833;2011;108;113;4;342;60;15,33200
1938;41,4968331;3,0986666;1996;85;113;3;141;30;609,78800
